city_name,clouds,humidity,lat,lon,temp,wind_speed
Tabas,20,43,32.93151773262956,57.459901519886074,41.15,1.63
Mabaruma,68,83,7.684163405011915,-60.48541463099954,78.05,7.56
Ushuaia,20,75,-79.65439824186357,-63.554822472850674,42.8,24.16
Butaritari,80,100,8.334786423204974,175.68014785253393,82.91,13.04
Souillac,92,87,-29.762481388065666,62.438769139173274,50.79,12.75
Bambous Virieux,40,78,-31.75278720991789,78.55065197030808,80.6,17.22
Mataura,76,68,-83.97296777458487,-167.42669662239388,64.46,16.73
Christchurch,12,43,-46.223839793030336,175.36198306989172,69.8,4.7
Kapaa,90,94,36.54517348247367,-160.55314340964287,72.43,9.17
Taltal,0,80,-25.749941260440792,-77.2768306270271,61.76,2.42
Albany,75,69,-63.94286412037341,120.71391167593578,31.62,13.87
Kaitangata,80,58,-78.5599048706558,178.21184184452335,65.63,15.5
Thompson,75,37,64.79853905779655,-102.12112115983359,17.6,4.7
Port Keats,0,88,-14.162996718151192,127.89829999520333,81.92,7.23
Busselton,80,100,-32.924266590473,105.63996089608764,69.14,10.58
Butaritari,80,100,4.1161260651144715,171.4869430251668,82.91,13.04
Isangel,20,96,-19.651281251299224,169.14063152402105,83.36,14.61
Thompson,75,37,55.343302345816056,-95.56632148101895,17.6,4.7
Busselton,80,100,-79.42836745884658,86.77376318947961,69.14,10.58
Pangnirtung,40,76,68.40447964253192,-66.97764580007555,-11.21,4.7
Evensk,0,100,61.376546421142876,161.56315746883735,-6.83,6.67
Klaksvik,92,87,71.59430736234691,-1.5044474450037058,42.8,33.33
Hobart,75,59,-69.12516371342421,152.21700932800803,60.8,2.24
Norman Wells,40,91,68.81214110811314,-127.59163852285805,32.0,16.11
Ushuaia,20,75,-64.3650446329904,-74.98743030894788,42.8,24.16
Albany,75,69,-86.99087740527442,92.07827993775334,31.62,13.87
Nayoro,92,97,44.60698552814978,142.5504192231262,38.0,9.01
Alofi,75,70,-23.652436479065926,-167.74184332529435,84.2,10.29
Kysyl-Syr,12,66,65.13340058916191,122.7908286211134,-14.75,2.64
Aklavik,90,78,68.10770433112549,-135.89842395376917,21.43,4.7
Tautira,75,74,-20.44580111544515,-143.7411558944109,80.6,17.22
Rikitea,0,100,-44.761653618100276,-112.12726487717835,82.1,8.23
Albany,75,69,-88.2342114039821,109.33650122351645,31.62,13.87
Rikitea,0,100,-43.86817887427049,-130.87000732396984,82.1,8.23
Dudinka,68,83,69.86929152638496,85.76226862333306,9.47,21.88
Mataura,76,68,-77.79770300895892,-162.469940422402,64.46,16.73
North Auburn,20,53,39.01502814642032,-120.9156860463674,50.88,11.41
Kapaa,90,94,18.479680186726156,-162.5374459994688,72.43,9.17
Ancud,12,73,-41.54388292987163,-95.03896427174416,49.7,5.21
Tiarei,75,74,-13.263771547613231,-145.38026528060016,80.6,17.22
Busselton,80,100,-53.37431012208476,100.25913689640055,69.14,10.58
Yellowknife,75,64,82.0960122713085,-97.1581975283602,33.8,9.17
Katsuura,20,66,29.448006685408743,146.4372714865592,55.4,6.93
Leh,80,76,35.31484756444392,81.49724917552157,7.58,0.96
Kudahuvadhoo,32,100,2.8688740623788362,67.15030360036576,83.09,11.03
Punta Arenas,75,98,-61.26120819281584,-97.16952197226585,46.4,16.11
New Norfolk,75,51,-61.104189755946,137.59670220710228,60.8,11.41
Tessalit,12,26,22.255255552697037,1.4211828579921075,63.38,3.09
Hobyo,92,94,5.186786373503196,46.80297022909832,77.6,10.47
Kavieng,64,99,14.112806673111066,157.05462445959586,84.8,7.45
Samarai,88,100,-15.504906475936181,152.2846959396993,79.31,7.78
Busselton,80,100,-49.4078973626492,95.06359337874784,69.14,10.58
Ushuaia,20,75,-62.88896976685576,-38.91905400667943,42.8,24.16
Jizan,40,74,16.021048247797964,42.23093616904299,82.4,4.7
Ushuaia,20,75,-64.68567988704407,-65.34491278705528,42.8,24.16
Chapais,90,86,51.3411195627541,-75.76858296299616,32.0,6.93
Taltal,0,80,-24.730948838113108,-76.23863243046509,61.76,2.42
Lubango,24,98,-14.062261437791278,13.240933300579428,62.21,2.19
Jamestown,32,96,-32.42797048148786,-8.81000794439393,62.75,4.09
Bluff,0,46,-72.43148804588779,168.0892187818361,81.65,9.46
Severo-Kurilsk,64,100,48.95522992244554,159.24957715041165,27.92,28.81
Cabedelo,0,74,-6.062432167692535,-29.517965107331776,80.6,5.82
Bredasdorp,92,88,-88.82960437558782,20.855653070451183,66.2,11.41
